id,created_at,name,description,start_partner,address,coords,logo_url,end_partner,status,num_babies
11,2026-04-03 18:13:08.746847+00,Watertown Food Pantry,"The Watertown Food Pantry offers weekly food distribution for residents experiencing financial stress. Alongside groceries, the pantry provides diapers and personal-care items to help families meet essential needs. Their program relies on strong volunteer engagement and consistent community donations. The pantry�s mission emphasizes dignity, confidentiality, and neighbor-to-neighbor support. Over time, it has become a reliable safety net for Watertown households.",2025-01-01,"124 Watertown Street, Watertown, MA, 02472, United States","{""lat"": 42.362696, ""lng"": -71.190949}",https://content.civicplus.com/api/assets/e3e0dfb8-75ce-4bfe-8987-27b0ff4ea994?cache=1800,,active,50
12,2026-04-03 18:13:08.746847+00,WeeCare,"WeeCare focuses on supporting families with infants and toddlers by providing diapers, wipes, and early childhood essentials. Their programs help reduce the severe financial burden associated with diaper need, especially for low-income households. WeeCare works with local service agencies to reach families who may not have access to traditional support systems. They emphasize compassion, accessibility, and reducing stigma around requesting help. Their efforts help ensure that every baby has the resources necessary for healthy development.",2022-01-01,"11 Main Street , Southborough, MA, 01772, United States","{""lat"": 42.306137, ""lng"": -71.526379}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/12/logo?t=1776016726379,,active,15
13,2026-04-03 18:13:08.746847+00,Woburn Council of Social Concern,"The Council of Social Concern serves Woburn and surrounding communities through its food pantry, early education center, and family-support programs. Their pantry distributes diapers and household necessities alongside groceries, relieving pressure on families with young children. The organization also offers parenting programs and child-care services that strengthen family stability. With a focus on compassion and practical assistance, the Council has been a trusted resource for decades. Partnerships with regional nonprofits help them expand their reach and impact.",2025-01-01,"2 Merrimac Street, Woburn, MA, 01801, United States","{""lat"": 42.509394, ""lng"": -71.158675}",https://www.socialconcern.org/wp-content/uploads/2020/03/logo-NEW2020_Horizontal-copy-300x109.png,,active,18
14,2026-04-03 18:13:08.746847+00,"Riverside Early Head Start (Riverside Community Care) ","Riverside Early Head Start provides comprehensive early childhood and family support services to infants, toddlers, and expectant parents. Their programs focus on strengthening child development, promoting school readiness, and supporting families with social, emotional, and economic needs. Through home-based visits and center-based care, Riverside offers individualized developmental support and access to health and nutrition resources. Families can also receive diapers and other essentials as part of their holistic services. The organization emphasizes equity, family empowerment, and early intervention to ensure every child has the foundation they need to thrive.",,"474 Broadway, Somerville, MA, 02145, United States","{""lat"": 42.396707, ""lng"": -71.103152}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/14/logo?t=1776016916043,,waitlisted,
15,2026-04-03 18:13:08.746847+00,United South End Settlements,"United South End Settlements is a long-standing Boston nonprofit dedicated to supporting children, families, and communities through education, workforce development, and social-service programs. USES focuses especially on breaking the cycle of poverty by giving families access to childcare, youth enrichment programs, and economic-mobility services. Many families served face significant financial strain, and USES helps meet basic needs by distributing essentials such as diapers. Their family-centered model promotes stability, growth, and long-term opportunity. With deep community roots, USES plays a key role in strengthening the social fabric of the South End and surrounding neighborhoods.",,"48 Rutland St., Boston, MA, 02118, United States","{""lat"": 42.339849, ""lng"": -71.076361}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/15/logo?t=1776017061262,,waitlisted,
16,2026-04-03 18:13:08.746847+00,Kataluma Refugee Hospitality,"Kataluma Refugee Hospitality provides temporary housing, community support, and relational care for individuals and families seeking asylum or transitioning out of refugee status. Their hospitality homes create a safe, stable living environment where guests can rebuild their lives with dignity. Kataluma partners with volunteers, faith communities, and social-service organizations to offer mentorship, case support, and essential items, including diapers for families with young children. Their model centers on compassion, cultural understanding, and empowerment. By fostering community connections, Kataluma helps refugees establish independence and belonging in the Greater Boston area.",," P.O. Box 961703, Boston, MA, 02196, United States","{""lat"": 42.354318, ""lng"": -71.073449}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/16/logo?t=1776017147423,,waitlisted,
17,2026-04-03 18:13:08.746847+00,The Gandara Center,"The Gandara Center offers behavioral health, substance-use treatment, and family-support services to culturally diverse communities across Massachusetts. Originally founded to serve the Latino community, the organization now provides multilingual, culturally responsive care to individuals of all backgrounds. Their programs include outpatient counseling, residential treatment, youth services, and family-stabilization support. Families facing financial hardship may also receive basic necessities such as diapers and hygiene items. The Gandara Center is committed to promoting wellness, recovery, and resilience through accessible and inclusive care.",,"480 McClellan Highway (Suite 302), Boston, MA, 02128, United States","{""lat"": 42.39162, ""lng"": -71.013145}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/17/logo?t=1776017481181,,waitlisted,
18,2026-04-03 18:13:08.746847+00,BHN Family Resource Center,"The BHN Family Resource Center is a community-based, family-driven program supporting families and their children 0 –18 years old. It is part of a statewide network of Family Resource Centers that help families and individuals resolve challenges, strengthen their bonds, connect to others and engage in their communities. In addition to assisting families with finding resources, FRCs support families with youth who are at risk of needing court involvement because of their behavior.",,"82 Main Street, Ware, MA, 01082, United States","{""lat"": 42.259955, ""lng"": -72.241439}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/18/logo?t=1776017801505,,waitlisted,
19,2026-04-03 18:13:08.746847+00,AllWays Health Partners,"AllWays Health Partners (formerly Neighborhood Health Plan) is a Massachusetts-based health insurance provider offering affordable, community-focused coverage. In collaboration with healthcare systems and community organizations, AllWays supports families by connecting them to essential services, preventive care, and wellness programs. Their commitment to health equity includes supporting initiatives that address social determinants of health, such as food security and diaper need. By partnering with local nonprofits, AllWays helps broaden access to critical resources for families with young children. The organization emphasizes high-quality care, customer support, and community impact.",,,,,,waitlisted,
20,2026-04-03 18:13:08.746847+00,Baycove,"Each year, we help more than 25,000 adults, children and families in Greater Boston and Southeastern Massachusetts thrive with major life challenges like: mental illness, developmental disabilities, homelessness, substance use disorders, and difficulties associated with aging. If you or someone you know has struggled with one of these issues, then you know how hard they can be to face alone. At Bay Cove, we know that everyone has their own unique set of dreams and goals and the potential to achieve them. We’ve been doing good work for over 50 years in the Boston area—and with your help, we’re ready for 50 more.",,"66 CANAL STREET, BOSTON, MA, 02114, United States","{""lat"": 42.363669, ""lng"": -71.059601}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/20/logo?t=1776018151464,,waitlisted,
21,2026-04-03 18:13:08.746847+00,Conley Elementary School,"The Whitman-Hanson Regional School District is committed to providing each student with a high quality education that promotes student success and responsible citizenship.

The Whitman-Hanson Regional School District provides a safe learning environment and comprehensive student-centered learning opportunities that are relevant and challenging. In supportive partnership with all stakeholders, our district is committed to developing an academic foundation that emphasizes critical thinking, creativity, and communication skills. Each student, as a life-long learner, is prepared to face the challenge of the future with the skills needed to become a responsible citizen",,"450 Poplar St, Roslindale, MA, 02131, United States","{""lat"": 42.274799, ""lng"": -71.127051}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/21/logo?t=1776025893922,,waitlisted,
22,2026-04-03 18:13:08.746847+00,Pleasant Street Seventh Day Adventist,"We come together with grateful hearts to worship and glorify God. So expect to join us as we lift our voices through song and prayer in passionate worship to our Heavenly Father, Creator, Savior, and Friend.

We come together to be refreshed by God’s presence, encouraged by His promises, and transformed by His truth. So expect to encounter God with us.

We come together to encourage one another. So expect to see people caring for each other through intercessory prayer, words of encouragement, and warm, friendly, and hospitable fellowship.

We are a community of people striving together to discover God’s purpose and plan for our lives, and believing that He rewards those who seek Him. This is Pleasant Street Seventh-day Adventist Church!",,"370 Pleasant St, Worcester, MA, 01609, United States","{""lat"": 42.263461, ""lng"": -71.814799}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/22/logo?t=1776025973834,,waitlisted,
23,2026-04-03 18:13:08.746847+00,Cambridge Health Alliance (CHSA),"Cambridge Health Alliance (CHA) is a vibrant, innovative health system dedicated to providing equity and excellence for everyone, every time. With 150,000 patients in Boston’s metro-north region, CHA is proud to offer the care people need most in their lives.

Key services include primary care, behavioral health, emergency care, surgery and specialty care, hospital care, maternity and state-of-the-art testing services. These are offered at convenient neighborhood locations. CHA patients also have seamless access to advanced care for rare or complex conditions at its clinical partners - Beth Israel Deaconess Medical Center and Mass. General Brigham for Children.

CHA's work extends far beyond patient care. It has a robust Department of Community Health and operates the nationally accredited Cambridge Public Health Department. It collaborates closely with local governments and non-profits to improve health and reduce barriers to care. As a teaching hospital of Harvard Medical School, Harvard T.H. Chan School of Public Health, Harvard School of Dental Medicine and Tufts University School of Medicine, CHA trains the health care providers of tomorrow.",,"1493 Cambridge St, Cambridge, MA, 02139, United States","{""lat"": 42.374736, ""lng"": -71.104326}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/23/logo?t=1776026048204,,waitlisted,
24,2026-04-03 18:13:08.746847+00,"Waltham Creative Start, Head Start","Communities United, Inc.’s mission is to provide high quality education and family services to a diverse population of children, ages 15 months to 5 years. We strive to ensure the success of the child, empower the family and strengthen the community. Our vision is to:
 

Offer economically integrated programs in the communities we serve, so that all children in our programs, regardless of economic status, benefit from all of our services.

Secure high quality staff, facilities and resources that foster excellence in all aspects of our operations.

Ensure that our staff and parents see themselves as lifelong learners committed to superior early childhood development.

Continue to appreciate diversity and strive to see this reflected in our staff and governing boards.

Continue to demonstrate leadership in developing quality early childhood programs for our communities and to foster leadership in the field.

 

The goal of Communities United, Inc. to give preschool children and families an opportunity to experience growth by providing an environment that encourages participation and interaction in a full range of developmentally appropriate activities. We strive to increase the ability of children and families to cope with and initiate change in their lives and build upon the gains made through their experiences.﻿",,"169 Elm St, Waltham, MA, 02453, United States","{""lat"": 42.37154, ""lng"": -71.231901}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/24/logo?t=1776026164583,,waitlisted,
25,2026-04-03 18:13:08.746847+00,Healthy Waltham,"Healthy Waltham works to alleviate health disparities that exist in the City of Waltham and to improve the health outcomes of the city’s most vulnerable residents. We do this through the development of programs that improve nutrition, encourage physical activity and increase access to healthy foods.

Waltham is home to a high population of working poor, many of whom are service workers, low-income seniors and recent immigrants from Central and South America, Uganda and Haiti. The majority of Waltham Public School students qualify for free or reduced-cost lunches. These are the populations served by Healthy Waltham.",,"510 Moody Street, Waltham, MA, 02453, United States","{""lat"": 42.36729, ""lng"": -71.236645}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/25/logo?t=1776026197861,,waitlisted,
26,2026-04-03 18:13:08.746847+00,EDEN,"EDEN is led by leaders from the black community and proficient in multiple languages, proudly representing and reflect the community. With a ratio of 2 staff members for every 10 families living in shelters, we provide high-quality service to meet their needs. Our organization takes cultural competencies and sensitivity seriously, employing a cohort-style approach to provide comprehensive supportive services. As an organization concerned with homelessness, equity, and our community’s future, our primary aim is to help families break out of the cycle of homelessness enabling families to achieve and sustain housing with ongoing stabilization support for three years.
EDEN empowers families to break the cycle of multigenerational poverty and homelessness by equipping them with the skills, knowledge and resources to reach economic mobility. EDEN transforms lives by providing practical and effective supportive services that meets the professional and personal objectives of homeless families from diverse backgrounds and age groups.",,"717 South St, Roslindale, MA, 02131, United States","{""lat"": 42.287029, ""lng"": -71.128321}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/26/logo?t=1776026303412,,waitlisted,
27,2026-04-03 18:13:08.746847+00,Whittier Street Health Center,"Welcome to Whittier Street Health Center where we have a long tradition of caring for Boston’s neighborhoods. For more than 85 years, we have provided services that take care of the whole “you."" Think of Whittier as a one-stop shop where you can come for your primary care, wellness programs, eye and dental care, and behavioral health services. Our Walk-in clinic is open and pediatric patients will always be seen -- even without an appointment.

We care for everyone, regardless of insurance coverage or ability to pay. If you do not have insurance we will help you enroll or re-enroll in the right plan. Because insurance plans can be complicated, our staff will work with you until your application is approved. Our medical team and staff are ranked among the finest in delivering comprehensive health care based on your needs and those of your community. If you have any concerns about patient care and safety at Whittier Street Health Center, please contact WSHC compliance line at 617-989-3199. If your concerns cannot be resolved at this level, then you are encouraged to contact the JCAHO (Joint Commission on Accreditation of Healthcare) or MDPH (Massachusetts Department of Public Health) at their 24-hour complaint line [(800)462-5540 or (617)753-8150].",,"1290 Tremont st, Roxbury, MA, 02120, United States","{""lat"": 42.332753, ""lng"": -71.091969}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/27/logo?t=1776026330410,,waitlisted,
28,2026-04-03 18:13:08.746847+00,"BAMSI (Brockton Area Multi-Services, Inc.) ","BAMSI is a 501(c)3 nonprofit organization founded in Brockton, Massachusetts with a vision of driving change and creating equal opportunities for individuals with developmental disabilities and mental and behavioral health challenges. Each year, our organization impacts the lives of more than 50,000 individuals. BAMSI’s mission is to meet each person where they are so they can learn, grow, and thrive.",,"10 Christy's Dr, Brockton, MA, 02301, United States","{""lat"": 42.088312, ""lng"": -71.05564}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/28/logo?t=1776026363160,,waitlisted,
29,2026-04-03 18:13:08.746847+00,Boston Children's Hospital,"Boston Children's Hospital is a 404-bed comprehensive center for pediatric health care. As one of the largest pediatric medical centers in the United States, Boston Children's offers a complete range of health care services for children from birth through 21 years of age. (Our services can begin interventions at 15 weeks gestation and in some situations we also treat adults.)

We have approximately 25,000 inpatient admissions each year and our 200+ specialized clinical programs schedule 557,000 visits annually. Last year, the hospital performed more than 26,500 surgical procedures and 214,000 radiological examinations.

Our team of physicians and nurses has been recognized by a number of independent organizations for overall excellence, and we're proud to share some notable examples with you here.",,"300 Longwood Ave, Boston, MA, 02115, United States","{""lat"": 42.337475, ""lng"": -71.104883}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/29/logo?t=1776026440946,,waitlisted,
30,2026-04-03 18:13:08.746847+00,Foxborough Public Safety,"The Foxborough Police Department is a professional law enforcement organization dedicated to Community Policing that ensures public safety, prevents and controls crime, and keeps the peace.

As a Massachusetts Accredited Police Department, FPD achieves the highest standards of performance in fair and impartial enforcement of the Law.

FPD takes pride in serving the Foxborough community while also coordinating and leading the safety and security of one of the largest public event sites in New England – Gillette Stadium.

As a reliable and vital community citizen, FPD creatively contributes to the social well-being and quality of life of our residents, business owners and visitors.",,"40 South st, Foxborough, MA, 02035, United States","{""lat"": 42.062461, ""lng"": -71.249799}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/30/logo?t=1776026465104,,waitlisted,
31,2026-04-03 18:13:08.746847+00,Charity Guild,"The Charity Guild provides fresh, healthy food to people at risk of food insecurity in the Greater Brockton area, helping up to 2,000 community members each month. Food is love.",,"501 Main Street, Brockton, MA, 02301, United States","{""lat"": 42.07528, ""lng"": -71.019768}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/31/logo?t=1776025498261,,waitlisted,
32,2026-04-03 18:13:08.746847+00,Children's Services of Roxbury For Holiday Inn and Norwood Site,"Children’s Services of Roxbury (CSR) celebrates over 50 years of providing wraparound services for children and families that include family shelter, behavioral health services, intensive foster care and family services, early education, and youth development. CSR brings peace of mind to Massachusetts’ most vulnerable families. Located in the heart of Boston’s multicultural communities, with additional services in Worcester, Western MA, and Northern MA, CSR serves 6,500 children and families annually. CSR is one of Massachusetts’ largest Black-run nonprofit organizations, led by a Board and staff that represent the diverse communities it serves. ",,"520 Dudley Street, Roxbury, MA, 02119, United States","{""lat"":42.322609,""lng"":-71.072471}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/77cf2ff2-5c27-477e-82ec-ef50f83fe9ce.png?t=1776184618076,,waitlisted,
33,2026-04-03 18:13:08.746847+00,Lowell Alliance,"Lowell Alliance advocates for and works alongside residents to build thriving neighborhoods and healthy families through community-led solutions. Their programs focus on civic engagement, grassroots leadership training, family strengthening, immigrant and refugee support, affordable housing organizing, and meeting critical needs like their Lowell Diaper Bank and Franklin Court Community Garden.",,"97 Central Street, Unit 302, Lowell, MA, 01852, United States","{""lat"": 42.64404, ""lng"": -71.308695}",https://images.squarespace-cdn.com/content/v1/5773d3d129687ffb1ef836d7/f3ab076a-01a1-4904-bbcd-bf4247328086/LowellAlliance_logo4_cmyk.jpg,,waitlisted,
34,2026-04-03 18:13:08.746847+00,Saheli Boston," Saheli is dedicated to empowering South Asian and Arab women and their families to lead safe and healthy lives. They provide culturally sensitive, non-judgmental domestic and sexual violence services, including a bilingual helpline, housing assistance, legal services, mental health counseling, and economic empowerment programs.",,"PO Box 1345, Burlington, MA, 01803, United States","{""lat"": 42.504844, ""lng"": -71.201539}",https://saheliboston.org/wp-content/uploads/2020/04/saheli-logo-sm.png,,waitlisted,
35,2026-04-03 18:13:08.746847+00,Boston Medical Center – Refugee Women's Health Clinic,"The Refugee Women's Health Clinic is a program within Boston Medical Center's OB/GYN department that provides comprehensive, culturally sensitive women's health services to refugee, asylum-seeking, and recent immigrant communities in the Greater Boston area. Their patients come from over 20 countries, and services include pregnancy and postpartum care, gynecologic care, contraception counseling, surgical consultation, medical affidavit writing for asylum seekers, and consultation regarding Female Genital Cutting. Interpreter services are available in over 30 languages, and no one is turned away due to inability to pay.",,"850 Harrison Avenue, 5th Floor, Boston, MA, 02118, United States","{""lat"": 42.334719, ""lng"": -71.074165}",https://www.bmc.org/themes/custom/bmc_base_theme/assets/images/logos/bmc_logo_charcoal.svg,,waitlisted,
36,2026-04-03 18:13:08.746847+00,Old Colony YMCA,"Old Colony YMCA is a nonprofit organization serving communities across southeastern Massachusetts. They offer a broad range of programs focused on youth development, healthy living, and social responsibility — including health and wellness facilities, swim lessons, child care and summer camps, sports and recreation, and community and social services such as counseling, mentoring, food access, and family resource centers. They provide over $10 million in aid to their communities annually and have been delivering state-contracted social services since 1972.",,"320 Main Street, Brockton, MA, 02301, United States","{""lat"": 42.078943, ""lng"": -71.019298}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/36/logo?t=1776027639911,,waitlisted,
37,2026-04-03 18:13:08.746847+00,Society of St. Vincent de Paul – Archdiocese of Boston,"Inspired by Gospel values, the Society of St. Vincent de Paul, a Catholic lay organization, leads women and men to join together to grow spiritually by offering person-to-person service to those who are needy and suffering in the tradition of its founder, Blessed Frédéric Ozanam, and patron, St. Vincent de Paul.

As a reflection of the whole family of God, members, who are known as Vincentians, are drawn from every ethnic and cultural background, age group, and economic level. Vincentians are united in an international society of charity by their spirit of poverty, humility and sharing, which is nourished by prayer and reflection, mutually supportive gatherings and adherence to a basic Rule.

Organized locally, Vincentians witness God’s love by embracing all works of charity and justice. The Society collaborates with other people of good will in relieving need and addressing its causes, making no distinction in those served because, in them, Vincentians see the face of Christ.",,"18 Canton st, Stoughton, MA, 02072, United States","{""lat"": 42.124496, ""lng"": -71.105509}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/37/logo?t=1776027625224,,waitlisted,
38,2026-04-03 18:13:08.746847+00,Zion Early Learning Center,"Zion Early Learning Center is a privately own childcare center that has been providing valuable childcare to the Dorchester and Mattapan communities for the past 35 years.  Through hands-on activities, nurturing, parent involvement, and field trips, students are preparing themselves not only for the 1st grade, but for many years to come.",,"79 Stanton st, Boston, MA, 02124, United States","{""lat"": 42.28291, ""lng"": -71.078675}",https://jxiguysflmdxolmgrsck.supabase.co/storage/v1/object/public/partner_logos/partner_logos/38/logo?t=1776027159622,,waitlisted,
39,2026-04-03 18:13:08.746847+00,Project R.I.G.H.T Inc.,"Project R.I.G.H.T. Inc. (Rebuild and Improve Grove Hall Together) is a Dorchester-based nonprofit founded in 1991 and incorporated in 1994. Originally formed by eight community entities to address violence in the Grove Hall neighborhood of Roxbury and North Dorchester, it has grown into a collaborative of over 40 organizations. They work through grassroots resident and youth organizing on public safety, violence and substance abuse prevention, housing and economic development, and electoral advocacy — with a focus on building and supporting local resident leadership for long-term, community-driven change.
",,"320A Blue Hill Ave, Dorchester, MA, 02121, United States","{""lat"": 42.313639, ""lng"": -71.079161}",https://images.squarespace-cdn.com/content/v1/545ba570e4b0eb18b9ba379a/1415295735022-U3J64JPSGZDDC1ELTOA1/unnamed.png?format=750w,,waitlisted,
40,2026-04-03 18:13:08.746847+00,LifeScene,"LifeScene Family and Children's Service is a nonprofit based in Lynn and Chelsea, Massachusetts that provides programs and services to strengthen the life skills of families and individuals of all ages. Their work focuses on supporting vulnerable populations through family services — including parenting support groups, family counseling for DCF-referred families, and young parent case management — as well as youth services such as workforce development, violence prevention, and youth leadership programs.",,"111 North Common Street, Lynn, MA, 01902, United States","{""lat"": 42.463901, ""lng"": -70.958569}",https://lifescene.org/wp-content/uploads/2023/11/LifeSceneLogo.png,,waitlisted,
41,2026-04-03 18:13:08.746847+00,Mary Ann Brett Food Pantry,"The Mary Ann Brett Food Pantry is a ministry of Saint Teresa of Calcutta Parish in Dorchester, MA. Staffed entirely by volunteers, it provides nutritious groceries with kindness and compassion to individuals and families facing economic hardship in the Dorchester neighborhood. The pantry is open every Saturday from 9:00–11:00 a.m., offers emergency grocery delivery for those unable to visit due to health issues, and is a proud member agency of the Greater Boston Food Bank.",,"800 Columbia Road, Dorchester, MA, 02125, United States","{""lat"": 42.320937, ""lng"": -71.057365}",https://stteresaofcalcuttadorchester.org/wp-content/uploads/2018/10/logo.png,,waitlisted,
